frame,persons,mean_disp
660,17,2.0752267837524414
665,16,1.7632415294647217
670,16,1.9196912050247192
675,15,2.0960593223571777
680,15,2.2697396278381348
685,16,2.392434597015381
690,16,1.861963152885437
695,16,1.6469650268554688
700,15,2.1266841888427734
705,15,1.8284717798233032
710,16,2.9677529335021973
715,14,2.43693470954895
720,14,1.8823517560958862
725,15,3.5218026638031006
730,18,3.216963052749634
735,16,1.8972461223602295
740,16,2.0904083251953125
745,19,2.8589670658111572
750,17,2.5252304077148438
755,16,2.419215202331543
760,17,2.5033628940582275
765,16,2.348149299621582
770,16,2.3546361923217773
775,17,2.9092068672180176
780,17,2.5883469581604004
785,15,2.5387966632843018
790,16,2.621412515640259
795,18,2.668877601623535
800,17,2.365906000137329
805,17,2.312013864517212
810,17,2.4194061756134033
815,17,2.554530620574951
820,18,3.642613649368286
825,16,2.485382080078125
830,17,2.404449224472046
835,15,2.3427846431732178
840,18,2.130859136581421
845,17,3.032252788543701
850,16,2.7937397956848145
855,16,2.1085004806518555
860,18,2.6351475715637207
865,16,2.4515249729156494
870,16,2.276467800140381
875,16,2.313385486602783
880,16,2.9627771377563477
885,16,1.867377519607544
890,17,2.222960948944092
895,16,2.440621852874756
900,15,2.166457176208496
905,16,3.022245407104492
910,17,2.265618085861206
915,18,2.3392748832702637
920,16,2.528510808944702
925,16,2.2228808403015137
930,16,1.7717983722686768
935,16,1.8941760063171387
940,17,1.9511362314224243
945,16,2.1367456912994385
950,16,1.9313583374023438
955,16,1.9540464878082275
960,16,1.3788573741912842
965,15,1.620360016822815
970,16,1.9232958555221558
975,17,2.581167697906494
980,16,1.73805832862854
985,17,2.5593738555908203
990,16,1.5490334033966064
995,16,2.0141773223876953
1000,16,2.0622684955596924
1005,16,1.3584104776382446
1010,17,2.1478636264801025
1015,16,1.8620086908340454
1020,17,1.9751286506652832
1025,16,1.5098755359649658
1030,16,1.4529532194137573
1035,16,1.3821899890899658
1040,17,1.808746099472046
1045,16,1.1476624011993408
1050,16,1.482507348060608
1055,16,1.8098640441894531
1060,16,1.3339216709136963
1065,17,2.5059733390808105
1070,18,2.853851556777954
1075,18,1.9151768684387207
1080,17,1.3652633428573608
1085,17,1.2052377462387085
1090,19,2.6370768547058105
1095,18,1.766223669052124
1100,15,1.7289581298828125
1105,17,3.0922796726226807
1110,18,2.5183584690093994
1115,18,1.8370672464370728
1120,17,2.477069616317749
1125,17,2.273139476776123
1130,18,2.9681806564331055
1135,19,2.755013942718506
1140,18,2.254514455795288
1145,16,2.1784000396728516
1150,19,4.093873023986816
1155,21,2.4694693088531494
1160,17,2.3876354694366455
1165,16,1.751244068145752
1170,16,1.9942002296447754
1175,18,3.2785143852233887
1180,15,2.347465753555298
1185,16,2.188505172729492
1190,16,2.1099047660827637
1195,18,3.7517271041870117
1200,18,2.7964842319488525
1205,17,2.4271233081817627
1210,19,2.1469614505767822
1215,16,1.975836157798767
1220,18,2.191664934158325
1225,17,2.502678155899048
1230,17,2.3361093997955322
1235,17,2.6173243522644043
1240,17,2.282503366470337
1245,17,4.011483669281006
1250,16,2.264286994934082
1255,16,2.6210832595825195
1260,16,2.2068305015563965
1265,17,2.488631010055542
1270,15,3.2521586418151855
1275,15,2.8148341178894043
1280,16,3.019392251968384
1285,14,2.2141637802124023
1290,16,3.5255186557769775
1295,16,2.691020965576172
1300,19,6.1934285163879395
1305,22,5.9108428955078125
1310,18,7.200603008270264
1315,21,8.787332534790039
1320,20,9.413881301879883
1325,15,9.2484130859375
1330,12,9.47730541229248
1335,13,15.075204849243164
1340,13,12.534488677978516
1345,10,13.582986831665039
1350,7,7.292504787445068
1355,13,65.39763641357422
1360,5,7.7070770263671875
1365,3,9.54267692565918
1370,4,35.03274154663086
1375,4,8.371198654174805
1380,5,8.138808250427246
1385,3,8.35947036743164
1390,2,7.599503517150879
1395,3,71.26006317138672
1400,3,5.926553249359131
1405,2,8.395915031433105
1410,3,90.87555694580078
1415,2,6.539309501647949
1420,2,7.954830169677734
1425,2,4.151063442230225
1430,2,6.106481552124023
1435,1,3.559652090072632
1440,0,0.0
1445,0,0.0
1450,0,0.0
1455,17,0.0
1460,16,1.1293561458587646
1465,16,1.0426697731018066
1470,15,2.122008800506592
1475,15,1.5516066551208496
1480,15,2.295201063156128
1485,15,5.72683572769165
1490,16,2.511319637298584
1495,16,1.6834149360656738
1500,15,1.139534831047058
1505,16,1.6130787134170532
1510,15,1.7547937631607056
1515,16,5.497472763061523
1520,15,1.0429059267044067
1525,16,1.3559681177139282
1530,17,1.5885348320007324
1535,15,0.8965740203857422
1540,14,0.8222071528434753
1545,13,1.289468765258789
1550,17,3.407249689102173
1555,17,1.2140090465545654
1560,17,0.5475897192955017
1565,15,0.847809910774231
1570,15,1.0144202709197998
1575,15,1.0715043544769287
1580,15,0.7750254273414612
1585,15,1.1452219486236572
1590,14,1.2191699743270874
1595,15,2.6131341457366943
1600,14,1.1471977233886719
1605,14,0.980948269367218
1610,15,5.300873756408691
1615,14,0.8574793934822083
1620,15,5.568876266479492
1625,14,0.9125629663467407
1630,16,6.507662773132324
1635,15,0.8819667100906372
1640,15,2.54280424118042
1645,16,1.5355983972549438
1650,16,1.3071939945220947
1655,16,1.4536266326904297
1660,17,1.2766205072402954
1665,16,1.5211282968521118
1670,19,5.076079368591309
1675,16,2.186746597290039
1680,17,2.370821475982666
1685,15,1.0761046409606934
1690,15,1.3651012182235718
1695,15,1.160284399986267
1700,16,1.9441708326339722
1705,16,5.577752113342285
1710,17,1.3686561584472656
1715,15,1.4708176851272583
1720,16,1.9216878414154053
1725,16,2.2463362216949463
1730,17,1.9879170656204224
1735,16,0.9790437817573547
1740,18,2.3500165939331055
1745,17,1.5814341306686401
1750,18,5.315572738647461
1755,18,1.9260601997375488
1760,17,2.2454164028167725
1765,20,4.317473888397217
1770,19,5.598191261291504
1775,22,6.721338272094727
1780,18,3.210108757019043
1785,20,9.033719062805176
1790,19,6.535623550415039
1795,18,8.139885902404785
1800,16,6.8454694747924805
1805,15,13.908951759338379
1810,18,9.251206398010254
1815,14,9.10191822052002
1820,10,7.94607400894165
1825,12,10.518820762634277
1830,9,8.521665573120117
1835,8,11.122385025024414
1840,6,7.074678897857666
1845,7,11.80341625213623
1850,9,21.077959060668945
1855,7,6.756161689758301
1860,6,6.631479263305664
1865,3,5.191639423370361
1870,4,12.660226821899414
1875,5,18.972524642944336
1880,4,4.129261016845703
1885,3,4.1786274909973145
1890,3,2.9975016117095947
1895,3,4.575464248657227
1900,4,12.224084854125977
1905,4,3.261343479156494
1910,3,15.496795654296875
1915,2,2.261960983276367
1920,4,17.885631561279297
1925,4,3.59844970703125
1930,3,2.1891496181488037
1935,2,2.966754198074341
1940,2,2.7601044178009033
1945,2,2.9987449645996094
1950,2,1.990469217300415
1955,1,2.4546730518341064
1960,2,2.685161828994751
1965,3,15.082257270812988
1970,2,2.0264289379119873
1975,2,0.8940741419792175
1980,2,1.2144969701766968
1985,2,1.236586093902588
1990,2,2.388387441635132
1995,1,0.486090749502182
2000,2,7.007010459899902
2005,15,120.0575180053711
2010,14,0.8583741784095764
2015,14,1.3906543254852295
2020,14,0.7109420895576477
2025,14,0.8713620901107788
2030,17,5.735202789306641
2035,14,4.866161823272705
2040,11,0.6922596096992493
2045,14,6.9071044921875
2050,14,1.5742361545562744
2055,14,1.4288322925567627
2060,14,1.6788718700408936
2065,16,2.576080083847046
2070,15,2.072596549987793
2075,15,5.3023552894592285
2080,15,1.1755573749542236
2085,15,1.4868319034576416
2090,15,2.1697373390197754
2095,16,5.055974960327148
2100,16,1.742999792098999
2105,18,1.620713710784912
2110,17,5.171581745147705
2115,16,0.9173062443733215
2120,18,7.43152379989624
2125,17,1.2548483610153198
2130,17,1.7946974039077759
2135,19,1.926255702972412
2140,18,1.283664584159851
2145,18,1.1714763641357422
2150,16,1.0999603271484375
2155,19,5.038701057434082
2160,19,1.4621319770812988
2165,16,1.330472707748413
2170,17,5.678767204284668
2175,16,1.596055507659912
2180,18,5.510087966918945
2185,17,1.0270538330078125
2190,18,4.733786106109619
2195,19,1.217124342918396
2200,19,1.131047010421753
2205,18,1.0699697732925415
2210,18,1.0135817527770996
2215,17,0.8919286131858826
2220,16,0.9763391017913818
2225,17,2.1792690753936768
2230,14,1.5875723361968994
2235,14,1.4137344360351562
2240,16,2.5267257690429688
2245,18,3.19800066947937
2250,18,2.0011818408966064
2255,18,2.5151572227478027
2260,19,1.9262412786483765
2265,17,1.3617790937423706
2270,18,2.1726629734039307
2275,20,4.087404251098633
2280,20,1.541408658027649
2285,21,1.8156644105911255
2290,19,1.9235470294952393
2295,19,4.991208553314209
2300,17,1.0901919603347778
2305,18,1.6462759971618652
2310,17,1.7447420358657837
2315,17,4.5110368728637695
2320,18,3.082421064376831
2325,16,1.443903923034668
2330,17,4.492089748382568
2335,17,2.1370022296905518
2340,17,3.2562785148620605
2345,17,0.9446320533752441
2350,19,5.085113525390625
2355,18,1.1534345149993896
2360,19,4.579878330230713
2365,19,1.5571506023406982
2370,17,0.9806978702545166
2375,21,7.687108993530273
2380,18,1.9948095083236694
2385,17,5.268383026123047
2390,19,2.1951277256011963
2395,19,1.7265660762786865
2400,20,2.091869831085205
2405,18,1.1989833116531372
2410,19,3.464334487915039
2415,17,2.1596107482910156
2420,19,2.618086338043213
2425,18,3.612931251525879
2430,16,1.6692657470703125
2435,16,1.9890841245651245
2440,18,2.946213722229004
2445,17,3.8885443210601807
2450,17,5.488921642303467
2455,17,1.4521514177322388
2460,14,1.2934178113937378
2465,18,7.424424171447754
2470,16,1.3038041591644287
2475,18,2.0533056259155273
2480,18,1.035510540008545
2485,17,1.7864141464233398
2490,17,1.4372937679290771
2495,18,4.655813217163086
2500,17,1.5538023710250854
2505,18,2.6895246505737305
2510,16,1.1618001461029053
2515,17,1.9942097663879395
2520,18,4.996527671813965
2525,18,1.3201420307159424
2530,17,1.4475655555725098
2535,18,2.133929967880249
2540,19,1.7038720846176147
2545,18,1.6243896484375
2550,20,2.8748879432678223
2555,18,1.2279045581817627
2560,18,1.539934515953064
2565,21,2.4877583980560303
2570,22,2.9731874465942383
2575,21,2.813647985458374
2580,18,2.6496496200561523
2585,19,5.272914886474609
2590,20,4.696227550506592
2595,21,6.237412452697754
2600,22,6.0288896560668945
2605,21,7.900591850280762
2610,21,6.155284881591797
2615,19,6.024106979370117
2620,18,7.351308345794678
2625,14,6.081787586212158
2630,13,6.683631896972656
2635,11,7.257911205291748
2640,9,6.446238040924072
2645,9,6.918142318725586
2650,6,6.17582893371582
2655,6,5.817668437957764
2660,4,4.1009087562561035
2665,3,4.245315074920654
2670,2,4.98928165435791
2675,0,0.0
2680,0,0.0
2685,0,0.0
2690,19,0.0
2695,17,1.2485556602478027
2700,18,5.451699256896973
2705,18,2.2918665409088135
2710,17,1.6340482234954834
2715,16,1.741829514503479
2720,17,1.8461741209030151
2725,16,1.1096854209899902
2730,17,1.7117681503295898
2735,17,5.432208061218262
2740,17,1.1505383253097534
2745,15,0.9865289330482483
2750,15,1.5325113534927368
2755,15,5.882408618927002
2760,14,1.009323239326477
2765,15,2.8819775581359863
2770,16,5.428153038024902
2775,16,6.25120210647583
2780,16,5.498302459716797
2785,14,1.425632357597351
2790,15,5.941538333892822
2795,13,1.5562148094177246
2800,14,6.212421417236328
2805,14,2.8516154289245605
2810,16,5.314481735229492
2815,16,2.3512887954711914
2820,14,1.612355351448059
2825,16,4.450899600982666
2830,16,1.4318814277648926
2835,14,1.3099632263183594
2840,14,1.6251474618911743
2845,15,2.1230101585388184
2850,17,5.993850231170654
2855,17,2.730950355529785
2860,17,1.7566287517547607
2865,19,2.319983959197998
2870,17,1.2523794174194336
2875,19,2.7322070598602295
2880,17,1.1810520887374878
2885,16,1.9588037729263306
2890,16,1.5095698833465576
2895,18,3.59197998046875
2900,17,1.3351325988769531
2905,19,1.9146660566329956
2910,18,1.5952905416488647
2915,19,1.8215705156326294
2920,19,1.3969132900238037
2925,20,1.6822373867034912
2930,18,1.413511872291565
2935,18,6.624406814575195
2940,19,4.755589485168457
2945,19,1.600500226020813
2950,19,1.4731512069702148
2955,19,1.526755452156067
2960,19,4.111316680908203
2965,18,1.4031457901000977
2970,19,2.604370355606079
2975,17,5.251388072967529
2980,23,3.3968873023986816
2985,20,2.2936365604400635
2990,18,1.7129807472229004
2995,19,2.5381782054901123
3000,20,2.1950669288635254
3005,19,1.8304859399795532
3010,18,2.3753418922424316
3015,21,5.293528079986572
3020,21,2.19028902053833
3025,20,2.068906784057617
3030,18,2.8506336212158203
3035,20,4.397056579589844
3040,18,2.293205499649048
3045,18,2.192613124847412
3050,20,4.698221206665039
3055,19,1.8269858360290527
3060,16,1.3286041021347046
3065,17,4.551920413970947
3070,19,5.258509159088135
3075,19,2.453263998031616
3080,21,3.313241481781006
3085,20,1.9608972072601318
3090,20,2.3048274517059326
3095,19,1.4809606075286865
3100,20,4.62157678604126
3105,20,3.5990843772888184
3110,17,1.1244343519210815
3115,19,3.531583309173584
3120,20,4.970616817474365
3125,18,1.26821768283844
3130,20,3.3401215076446533
3135,18,1.5780678987503052
3140,18,1.6468595266342163
3145,19,5.2795538902282715
3150,19,1.7452290058135986
3155,17,1.6453275680541992
3160,18,2.0873210430145264
3165,17,2.1323814392089844
3170,17,2.8976030349731445
3175,17,2.3333041667938232
3180,17,2.353097438812256
3185,15,2.788895606994629
3190,17,7.530689716339111
3195,15,3.7475483417510986
3200,16,6.552308559417725
3205,15,5.353091239929199
3210,15,5.678455829620361
3215,14,4.6849212646484375
3220,10,6.323456287384033
3225,12,7.588991641998291
3230,9,10.385872840881348
3235,14,45.56275177001953
3240,10,4.292731761932373
3245,11,4.637442111968994
3250,9,5.492710113525391
3255,7,7.314442157745361
3260,6,4.425581932067871
3265,5,5.738790988922119
3270,6,16.87652587890625
3275,6,5.703567981719971
3280,7,3.1537892818450928
3285,5,1.892784833908081
3290,4,3.109969139099121
3295,6,9.01120662689209
3300,6,4.828486442565918
3305,6,1.9175797700881958
3310,5,1.1426559686660767
3315,5,2.19416880607605
3320,4,1.4717864990234375
3325,4,1.1267904043197632
3330,4,1.836634874343872
3335,5,4.460474014282227
3340,4,1.0421814918518066
3345,4,0.6609453558921814
3350,4,1.2170060873031616
3355,5,1.5232726335525513
3360,4,7.471552848815918
3365,4,1.0915751457214355
3370,3,2.77736759185791
3375,4,5.694519996643066
3380,4,1.9199347496032715
3385,3,2.6295430660247803
3390,2,3.5403361320495605
3395,2,1.982777714729309
3400,2,1.5734667778015137
3405,2,1.2992370128631592
3410,2,1.821578860282898
3415,0,0.0
3420,2,0.0
3425,3,4.109530925750732
3430,2,0.3230901062488556
3435,2,0.21892336010932922
3440,2,0.2919870913028717
3445,2,0.2577611207962036
3450,2,0.3437884449958801
3455,18,105.2627944946289
3460,18,1.0067613124847412
3465,19,3.325605869293213
3470,19,4.030416965484619
3475,20,6.030946254730225
3480,20,1.2467808723449707
3485,19,1.1799484491348267
3490,21,4.5840163230896
3495,20,1.1987227201461792
3500,20,1.6787550449371338
3505,21,2.7676892280578613
3510,22,2.7324297428131104
3515,23,2.229658603668213
3520,23,3.7862651348114014
3525,22,1.3483158349990845
3530,24,3.0563595294952393
3535,22,1.3392401933670044
3540,22,1.3083258867263794
3545,23,1.5112919807434082
3550,21,1.4920543432235718
3555,20,1.3146148920059204
3560,23,2.240196704864502
3565,20,1.8756179809570312
3570,22,3.3770973682403564
3575,22,1.31922447681427
3580,22,1.2855271100997925
3585,22,1.7280806303024292
3590,22,1.5021651983261108
3595,22,3.4180924892425537
3600,21,1.7929246425628662
3605,20,1.2934225797653198
3610,21,1.603567361831665
3615,22,3.6885299682617188
3620,21,1.4983456134796143
3625,20,1.4539732933044434
3630,21,2.2501254081726074
3635,21,2.4246182441711426
3640,19,1.84538733959198
3645,17,1.5790469646453857
3650,17,1.1726374626159668
3655,18,5.161128997802734
3660,20,2.902103900909424
3665,20,3.249598979949951
3670,19,5.103466987609863
3675,17,1.8189066648483276
3680,17,1.5079923868179321
3685,18,1.5837937593460083
3690,17,2.320361852645874
3695,14,0.9670416712760925
3700,14,0.6970642805099487
3705,13,0.5048937201499939
3710,14,1.4263172149658203
3715,14,0.7187265753746033
3720,15,5.154534816741943
3725,14,0.4133545756340027
3730,16,4.4536566734313965
3735,15,5.333588600158691
3740,15,3.348816394805908
3745,17,4.872951030731201
3750,17,1.0136616230010986
3755,18,4.527482986450195
3760,18,0.935344398021698
3765,18,1.0566970109939575
3770,18,0.6450034379959106
3775,18,0.9867889881134033
3780,17,1.0395898818969727
3785,17,2.270780086517334
3790,16,0.8694286346435547
3795,14,0.9332825541496277
3800,17,6.095203876495361
3805,16,1.2176324129104614
3810,15,0.9504360556602478
3815,16,1.1349234580993652
3820,15,0.5961781740188599
3825,17,7.037264823913574
3830,16,0.6621034145355225
3835,17,5.549653053283691
3840,15,1.2613427639007568
3845,15,4.418829917907715
3850,15,6.266737461090088
3855,16,1.5788671970367432
3860,17,1.4362815618515015
3865,17,1.1437269449234009
3870,16,0.7213150858879089
3875,16,5.368566513061523
3880,15,0.9633859992027283
3885,16,1.2177038192749023
3890,15,0.8181402683258057
3895,15,0.6902040243148804
3900,16,1.7304896116256714
3905,19,6.890946388244629
3910,20,3.7285256385803223
3915,18,2.6387953758239746
3920,18,3.5435173511505127
3925,19,3.9485385417938232
3930,18,4.8911848068237305
3935,21,7.091928482055664
3940,19,6.49631404876709
3945,15,7.280782699584961
3950,17,8.317014694213867
3955,12,6.823176860809326
3960,13,8.206302642822266
3965,9,8.756492614746094
3970,11,9.386821746826172
3975,9,8.473651885986328
3980,8,6.192607879638672
3985,5,5.511396408081055
3990,3,5.114452838897705
3995,3,3.5708580017089844
4000,1,6.68682861328125
4005,1,4.723628997802734
4010,0,0.0
4015,0,0.0
4020,0,0.0
4025,0,0.0
4030,0,0.0
4035,19,0.0
4040,20,1.9876060485839844
4045,20,1.7831207513809204
4050,20,1.7706964015960693
4055,18,1.2735466957092285
4060,16,1.3876672983169556
4065,18,4.156947612762451
4070,19,7.379278182983398
4075,22,2.153451919555664
4080,18,1.0822830200195312
4085,17,1.3728972673416138
4090,17,1.282868504524231
4095,19,1.7178107500076294
4100,19,4.0674662590026855
4105,19,1.3120222091674805
4110,21,5.217743873596191
4115,21,1.4638110399246216
4120,19,1.316676139831543
4125,21,4.2782206535339355
4130,20,1.3051788806915283
4135,23,5.285025119781494
4140,21,1.895264983177185
4145,22,3.818732261657715
4150,22,1.2515515089035034
4155,22,2.0301005840301514
4160,21,1.322281837463379
4165,21,1.3946460485458374
4170,22,1.629319429397583
4175,22,2.079772710800171
4180,22,1.2981008291244507
4185,22,1.2276841402053833
4190,22,1.9756141901016235
4195,21,2.1040587425231934
4200,20,2.4057071208953857
4205,20,2.1833996772766113
4210,19,1.9591974020004272
4215,20,2.8227052688598633
4220,21,2.574725866317749
4225,20,1.928044080734253
4230,19,2.2091755867004395
4235,19,2.7370686531066895
4240,20,7.544057369232178
4245,20,2.1545679569244385
4250,20,1.9138805866241455
4255,19,1.7387751340866089
4260,19,1.375929355621338
4265,19,1.5787934064865112
4270,18,1.5251374244689941
4275,20,3.784560441970825
4280,20,1.9347597360610962
4285,22,1.7642544507980347
4290,21,2.806196689605713
4295,20,2.613302707672119
4300,18,2.3054356575012207
4305,19,3.4669501781463623
4310,19,2.5580735206604004
4315,19,1.575551986694336
4320,18,1.3692479133605957
4325,19,2.842020034790039
4330,18,1.3667387962341309
4335,21,2.466315984725952
4340,20,1.9110310077667236
4345,18,1.5629819631576538
4350,20,1.6310886144638062
4355,19,1.3705521821975708
4360,18,2.467099666595459
4365,19,5.328475475311279
4370,17,1.5514744520187378
4375,17,1.7378281354904175
4380,16,2.0408079624176025
4385,18,4.059229850769043
4390,17,5.972684860229492
4395,16,2.2296035289764404
4400,16,2.188990831375122
4405,16,5.470223903656006
4410,16,2.337947368621826
4415,14,1.5697749853134155
4420,16,3.8871304988861084
4425,17,2.482891082763672
4430,16,2.9838809967041016
4435,13,1.4985921382904053
4440,15,3.0575578212738037
4445,15,1.4443435668945312
4450,15,2.524041175842285
4455,17,3.16827392578125
4460,18,2.6227777004241943
4465,16,1.5973150730133057
4470,18,2.8389577865600586
4475,17,2.078477144241333
4480,16,1.8200417757034302
4485,15,1.3312932252883911
4490,16,1.8722254037857056
4495,18,2.9944300651550293
4500,18,2.177818536758423
4505,17,3.222425937652588
4510,16,2.768225908279419
4515,15,4.9553422927856445
4520,16,6.192436218261719
4525,19,3.3712158203125
4530,20,6.76959228515625
4535,19,2.0478909015655518
4540,20,2.410715341567993
4545,19,2.453420639038086
4550,18,1.8899407386779785
4555,19,5.020851135253906
4560,20,4.139008045196533
4565,20,2.1669116020202637
4570,17,2.118628978729248
4575,18,5.532876968383789
4580,18,2.2264440059661865
4585,20,2.576986312866211
4590,20,4.162966251373291
4595,22,3.6988043785095215
4600,20,2.212029457092285
4605,21,1.9541352987289429
4610,20,2.011962890625
4615,20,2.838682174682617
4620,23,3.9286916255950928
4625,18,1.4738616943359375
4630,18,1.7820137739181519
4635,17,1.4825347661972046
4640,17,1.6462692022323608
4645,17,2.0422632694244385
4650,18,5.610361099243164
4655,18,1.7073566913604736
4660,17,1.7590609788894653
4665,16,1.6712265014648438
4670,17,2.173447608947754
4675,15,1.5133556127548218
4680,18,12.237964630126953
4685,17,2.080118179321289
4690,19,6.776787281036377
4695,20,2.9866461753845215
4700,17,2.886247158050537
4705,19,1.8956865072250366
4710,20,3.1201281547546387
4715,18,1.532220721244812
4720,18,2.587357521057129
4725,19,4.822164535522461
4730,19,2.9623093605041504
4735,21,4.318285942077637
4740,20,1.4549903869628906
4745,21,2.259089946746826
4750,23,3.6988463401794434
4755,21,1.7908941507339478
4760,22,2.108741283416748
4765,21,2.4761452674865723
4770,21,2.5549449920654297
4775,23,3.4236745834350586
4780,20,2.7344307899475098
4785,22,4.63487434387207
4790,24,9.177175521850586
4795,17,7.163139820098877
4800,20,7.134037971496582
4805,22,8.404007911682129
4810,21,8.48845386505127
4815,20,8.17471981048584
4820,19,7.3852858543396
4825,21,8.17510986328125
4830,16,7.098389148712158
4835,16,8.664852142333984
4840,10,5.97810173034668
4845,9,13.43124008178711
4850,9,6.581674575805664
4855,9,9.455507278442383
4860,6,5.0010504722595215
4865,6,13.600083351135254
4870,6,6.968980312347412
4875,6,17.736692428588867
4880,5,12.177897453308105
4885,1,4.495551586151123
4890,1,3.3215134143829346
4895,1,3.654832363128662
4900,1,2.488744020462036
4905,1,4.5450568199157715
4910,1,3.5624027252197266
4915,1,1.0586405992507935
4920,1,2.702338457107544
4925,1,3.430483818054199
4930,21,112.383056640625
4935,22,2.396845579147339
4940,20,1.2706959247589111
4945,18,5.013948440551758
4950,19,3.4399197101593018
4955,20,4.80147647857666
4960,21,1.9903920888900757
4965,22,4.694840908050537
4970,20,1.5539798736572266
4975,20,4.274499893188477
4980,20,1.2653706073760986
4985,20,2.1137187480926514
4990,19,1.3118679523468018
4995,21,4.727050304412842
5000,19,1.353837490081787
5005,19,1.0548845529556274
5010,18,1.1669784784317017
5015,20,6.2757062911987305
5020,19,1.587554693222046
5025,20,5.0429582595825195
5030,18,1.5361915826797485
5035,18,2.973367929458618
5040,20,3.6593005657196045
5045,17,1.689363956451416
5050,20,6.221606731414795
5055,19,2.0805721282958984
5060,20,1.59907066822052
5065,18,1.3220443725585938
5070,17,5.37593412399292
5075,18,1.9376084804534912
5080,20,2.2259058952331543
5085,17,1.744439959526062
5090,18,2.600565195083618
5095,21,5.2286224365234375
5100,18,1.5232359170913696
5105,19,2.0910422801971436
5110,18,1.6662275791168213
5115,20,6.419938564300537
5120,19,1.515319585800171
5125,19,5.518763542175293
5130,19,2.579453706741333
5135,20,1.6447789669036865
5140,20,1.9843389987945557
5145,18,1.514489769935608
5150,18,1.461958646774292
5155,19,1.6477843523025513
5160,20,2.619694232940674
5165,20,1.2417347431182861
5170,19,1.1520559787750244
5175,21,2.8028039932250977
5180,19,1.2021520137786865
5185,18,0.862140417098999
5190,19,2.091425657272339
5195,20,3.3825316429138184
5200,19,1.151251196861267
5205,20,1.6165319681167603
5210,19,1.3996641635894775
5215,20,1.4694181680679321
5220,19,2.3203446865081787
5225,18,1.34055757522583
5230,17,2.5772297382354736
5235,17,2.1799046993255615
5240,17,1.7017526626586914
5245,18,1.9345784187316895
5250,18,2.3529672622680664
5255,18,4.563161849975586
5260,18,0.742180585861206
5265,18,0.741313099861145
5270,19,1.7394670248031616
